,text_label
"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",nonbullying
"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",bullying
"""@Vbomb20: @Woodchuck20 pussy"" love it",bullying
"""@VeronikaHumbert: Ultraviolence video its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" bitchy promo",bullying
"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""LMFAO KITTYCOPTER",bullying
"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",nonbullying
"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",bullying
"""@WBeezy_: ""@Run_DRC: Its simple dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?",bullying
"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""Her size isn't exactly the most healthy tho",bullying
"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!",bullying
"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",bullying
"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you",bullying
"""@XoXo__Angiee: Bruno fag boy"" you love me.",bullying
"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;",bullying
"""@Yankees: Down 6-1 #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",nonbullying
"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",bullying
"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal",bullying
"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",bullying
"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",bullying
"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;",bullying
"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",bullying
"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",bullying
"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",bullying
"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this.",bullying
"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here",bullying
"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",bullying
"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh",bullying
"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",bullying
"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner",bullying
"""@_iwantfranny: He's a hoe I can't""",bullying
"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets",bullying
"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",bullying
"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe..",bullying
"""@adriwadrri: No love for these fuck niggas"" hoes*",bullying
"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers.",bullying
"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah.",bullying
"""@alejandra_p13: These bitches love Sosa""",bullying
"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",bullying
"""@allisonnamaya_: What should I name my cat ideas?"" Mr pussy",bullying
"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",bullying
"""@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! You haven't called me",bullying
"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe",bullying
"""@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0""naw this what u call fucking the soul outta bitch &#128557;",bullying
"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute you faggot?"" Sometimes",bullying
"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",nonbullying
"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype",bullying
"""@bigbootybishopp: @white_thunduh lassen cc the coach wants me"" i feel it youll get more my nig no doubt",bullying
"""@bleedingtrap: god teeth gold chainwhite bitches cocaine""",bullying
"""@cheetahBluntz_: Its me hoe its me hoe&#128129;"" shhhhh",bullying
"""@chieflottahoes: In D.C. we call them rollers in Chiraq we call them thots."" All across America they have been known as a hoe.",bullying
"""@clayton_jenn99: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie",bullying
"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!",bullying
"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha",nonbullying
"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol",bullying
"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof",nonbullying
"""@demi_eggleton: oh my god I love Victoria Mitchell"" all my bitches love me",bullying
"""@djsliime: That long distance shit wack I knew the bitch was cheating""- uh oh",bullying
"""@fIirting: HE'S DOING IT RIGHT &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC"" no bitches smh",bullying
"""@fatboyswagg347: they BAN dat pussy for life &amp; he gotta pay 2.5 millon dollar fine""",bullying
"""@fuckcamoclark: Roses are red and violets are blue and niggers are black you know that's true."" @dylan72892",bullying
"""@g0rillaz0e: Sitting on my window sill window open bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta",nonbullying
"""@glowstruck: But a nigga gon be a nigga be a nigga."" You sound fuckin retarded",bullying
"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby",nonbullying
"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique Angelique: Smiles *Dips cracker in soup*",bullying
"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;",bullying
"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""*sips tea*",bullying
"""@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA"" fuck yeah",bullying
"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",nonbullying
"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on.""",bullying
"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God",bullying
"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that",bullying
"""@iLGDaily: And smoke weed in public fuck cops man do what you wanna do they don't own you run if they come"" are you retarded?",bullying
"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",nonbullying
"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG""Thotermelon",bullying
"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg""",nonbullying
"""@jSadass: loud bitches annoy me""",bullying
"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu",bullying
"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy",bullying
"""@jama_jam: You bitches be pretending to be TF crazy.."" You ain't never lied...",bullying
"""@jasmyncyniquee: @white_thunduh k bye hoe"" um bye ..",bullying
"""@jayswaggkillah: Jackies a retard #blondeproblems"" At least I can make a grilled cheese!",bullying
"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !""",bullying
"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven",nonbullying
"""@jgabsss: Stacey Dash won &#128166; http://t.co/PDLG46rjOL"" baddest bitch evaaaa",bullying
"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;",bullying
"""@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg""Lmao &#128553;&#128514;",bullying
"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!",bullying
"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""&#128123;spook",nonbullying
"""@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it"" Savage",bullying
"""@leikant: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies",bullying
"""@likemicah: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes oreos too.",bullying
"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr""",bullying
"""@lildurk_: I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn",bullying
"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard",bullying
"""@maybe6789: Now u got what u want bitch ! Enjoy it http://t.co/gLQzwtGMj9"" now this is a crazy party I would love to attend.",bullying
"""@metroadlib: colored contacts in your eyes?blinders on mine.cause i can't see you at all."" Lmao",nonbullying
"""@michelle_westt: Facts ""@POONsoaker: Only the dudes with hoes say they don't got hoes&#8221;"" @J_Austin12",bullying
"""@midyWIDEY_: I'm rea start smacking bitches period !"" Bluffin at its best",bullying
"""@molssyo: Lifes a bitch and then you die Thats why we get high cause you neva know when you're gonna go"" my sister is perfect (:",bullying
"""@molssyo: One of us is on drugs and its me but you're still wrong &#128514; @currieburry"" hahahahahahah im a bitch sometimes (:",bullying
"""@morgandaylee: I'm feeling pretty fuckin ghetto"" Smh",bullying
"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",nonbullying
"""@obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fuck hahahahah",bullying
"""@oldpicsarchive: H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT"" #History #Photography",nonbullying
"""@ortiz_jaylene: All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)",bullying
"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga",bullying
"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf",bullying
"""@poppunksucks: Twitter is not a source of news broadcast you fucking retards"" it is when nbc abc cnn Fox etc are all keeping quiet.",bullying
"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD",bullying
"""@realFORTES: Grudges are for weirdos""and bitches",bullying
"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""You also called me trash rn",nonbullying
"""@riananewman: @22EdHam brownies tonight"" what kind?!?!",nonbullying
"""@roLLYuP23: No text back? I don't give a fuck I'll text another bitch"" damn someone is hurt lol",bullying
"""@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!",bullying
"""@royalswagg_: using y=mx+b to find the slope of that ass""",bullying
"""@rugbysocklad: Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it",nonbullying
"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear",bullying
"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah",bullying
"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too.",bullying
"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;""",bullying
"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker",bullying
"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is""",bullying
"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying 'Wow this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",nonbullying
"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks",bullying
"""@snoleezey801: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii.....",bullying
"""@socass_: ""@00sexilexi00: @socass_ yasss""*trys new things with bestfriend*""*bitch who do you love*",bullying
"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT",nonbullying
"""@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout.",bullying
"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",nonbullying
"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;",bullying
"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha",bullying
"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;",bullying
"""@theaveragerocks: Hardcore way to eat Mac and cheese1. Boil water 2. Snort cheese powder3. Drink boiling water 4. Fuck bitches""",bullying
"""@thebravebird: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there",bullying
"""@thejudyann: annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!",bullying
"""@thotmouths: http://t.co/aQKGOrAUxx""Lmao bitch got on some huggies",bullying
"""@trestiffer: Hi bitch No bitchBye bitch"" http://t.co/RbcRXMRtQP",bullying
"""@trutherbot: does he look like a bitch?"" @el_capacitor",bullying
"""@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;",bullying
